"","behavior","burst","odba","mean.dxy","mean.dyz","mean.dxz","sd.dxy","sd.dyz","sd.dxz","cov.dxy","cov.dxz","cov.dyz","cor.dxy","cor.dxz","cor.dyz","sk.dx","ku.dx","sk.dy","ku.dy","sk.dz","ku.dz","max.dx","min.dx","amp.dx","max.dy","min.dy","amp.dy","max.dz","min.dz","amp.dz"
"34561","WALK",289,17.9387576930321,-0.0388373644466668,0.159461235637916,0.12062387119125,11.1889640531856,11.8006494548516,11.1804158238191,-19.583146746069,-18.7541800135843,-25.9292236668953,-0.45528136180282,-0.42875219629697,-0.593450836444564,-0.556067338342161,1.56333059351285,-0.563746028338847,1.55701729902603,-0.561935248644722,1.43839727801852,8.305774843,-9.4036306544,17.7094054974,7.5389121728,-9.8692602108,17.4081723836,7.6250496076,-10.0341990174,17.659248625
"34681","WALK",290,14.5206549410758,0.0858753728229165,0.0590957249687514,0.144971097791668,9.3242358052842,9.41449260020288,10.3236122736703,-12.3410398584821,-20.8700829718109,-12.9000812324894,-0.396645675256145,-0.64379788048178,-0.410963986281474,-0.0146144141019674,1.49347651080546,-0.145384693327262,1.56733496968338,-0.284966536670086,1.47758225304492,7.9863035184,-7.5329416164,15.5192451348,7.6979041672,-8.1355112484,15.8334154156,6.768104211,-7.8280891826,14.5961933936
"34801","WALK",291,14.6107935661321,0.0601323652016662,0.0554152311116667,0.115547596313333,11.0722901790501,8.61316308441022,8.30862455365858,-28.7432999864545,0.187166004291583,-8.7695777243021,-0.900389178422481,0.00543377510370608,-0.310514947421627,-0.609931070741468,1.66027846147017,0.297624999823332,1.83108493150433,0.114575503300709,1.52176653864723,9.5838674472,-10.2642599412,19.8481273884,9.6570359094,-8.6840424114,18.3410783208,7.5717858738,-7.52131728,15.0931031538
"34921","WALK",292,13.9644888418863,0.0683745294787484,0.0728318806283355,0.141206410107084,9.47478680107105,9.44213221848642,9.89364272783736,-14.6475098762777,-17.4022223435953,-13.6864286943114,-0.484514570471663,-0.551871311674999,-0.443456513152101,-0.057575687933297,1.51820088779106,-0.0233494008194172,1.55305654502684,-0.095867127312784,1.52278134525532,7.575130479,-7.4054076136,14.9805380926,7.6560508046,-7.2067931668,14.8628439714,7.5853852132,-9.227673957,16.8130591702
"35041","WALK",293,14.5037253187833,0.0920288011604159,0.0548916524195855,0.146920453580001,10.0687574595359,10.0017667393344,9.45586297964748,-17.5364821819288,-11.8558675318173,-18.4269430767723,-0.529331304978228,-0.361309412707493,-0.583329071140712,-0.251027378297642,1.53529522695668,-0.0894273866698185,1.54477316128162,0.193831538579881,1.50586128460941,7.4710320856,-9.0004190944,16.47145118,7.5843303656,-8.044588665,15.6289190306,7.7828901802,-7.1110803518,14.893970532
"35161","WALK",294,18.1706902549154,-0.00768918705708249,0.140628006141667,0.132938819084584,11.3040694837751,11.4778222685679,11.6433035208829,-20.3140276500388,-23.676154134737,-21.262966088296,-0.466195048268517,-0.536934268688072,-0.47670445012816,-0.64736505618001,1.5853406705666,-0.645642464602492,1.57819517716188,-0.525891882059597,1.46419483724092,7.2020879008,-10.7502738578,17.9523617586,7.4282491806,-10.5945825438,18.0228317244,7.57812601425,-10.6876796362,18.26580565045
"35281","WALK",295,18.3735697829146,-0.0560339257329166,0.171156143264584,0.115122217531667,11.3134590996389,11.9161172998788,11.4406711228832,-19.7308213074534,-20.7063069099099,-25.9719246409606,-0.445738859563299,-0.462899671564422,-0.57686507673004,-0.665976956107386,1.58351876347418,-0.6292218954019,1.55656484020643,-0.607105255626349,1.45105436811221,7.0815219292,-10.3445019862,17.4260239154,7.0414199654,-10.4550322132,17.4964521786,7.1454419974,-10.2362489206,17.381690918
"35401","WALK",296,14.0538596649483,-0.0738817673749984,0.148240765829999,0.0743589984550009,9.19573694151021,9.98444912466531,9.60925248954983,-11.1825114821803,-15.9455546254269,-17.6254807743867,-0.360329027657035,-0.527954424204801,-0.547251986308938,-0.139819385890504,1.74680068641576,0.0236371686030564,1.53187108867405,-0.0219162294033776,1.66794646906644,8.9337183638,-8.3372292602,17.270947624,8.7149755526,-7.5664052035,16.2813807561,9.2241541494,-9.4631652182,18.6873193676
"35521","WALK",297,15.1475815373662,-0.0644490857512489,0.142411599997916,0.077962514246667,10.2095653922493,10.7486818705181,10.1212567920122,-15.3846935803217,-16.3220277891011,-20.0367682210028,-0.420076472750197,-0.467899270467646,-0.531681461132454,-0.0250634787248547,1.81284742997213,0.0323010365765835,1.65863123200612,-0.0339356820319373,1.67888214132734,11.2616805474,-10.4613545076,21.723035055,9.8766041708,-10.1663027034,20.0429068742,10.1421587914,-11.0945958794,21.2367546708
"35641","WALK",298,14.8082734168371,-0.0739826492324997,0.128292810134583,0.0543101609020835,10.2565518057234,9.98629994947274,10.0755383869829,-16.2309936580993,-15.2038312474774,-16.7547541720962,-0.447318673150091,-0.429429524316465,-0.506211083350744,-0.0704277410067264,1.89966799068916,-0.0468351571533112,1.63406755775444,-0.0737417730947903,1.71045546430489,10.2828468966,-11.995466117,22.2783130136,9.5523351038,-8.9189434186,18.4712785224,9.7811474798,-9.9993153012,19.780462781
"35761","WALK",299,14.7788379035129,-0.0693933855558361,0.129661215494169,0.060267829938333,10.0918555916919,10.3211443263619,10.1353822800817,-16.9106182130303,-15.4051079678247,-17.2707623668553,-0.497193610231148,-0.429071976583418,-0.480549429051975,-0.055942691514544,2.04873571583861,-0.0693029045409207,1.85105860500287,-0.104801455534846,1.96452502868499,10.4638656878,-11.4855061544,21.9493718422,10.4900125224,-10.1647980824,20.6548106048,10.884701282,-12.512329054,23.397030336
"35881","WALK",300,11.8032023850571,-0.0608040452570849,0.0859278325949999,0.0251237873379152,8.49383944374839,6.44932831596797,8.8344949112517,-13.8458662219841,-10.5605134482465,-3.19650583148076,-0.714026607565467,-0.376017790865829,-0.194218260121678,0.0135361581900948,1.73871951511191,-0.563282674558053,2.1795808540922,-0.143229892863787,1.53254655506076,9.252502432,-9.8012101254,19.0537125574,5.2603031634,-7.094292628,12.3545957914,7.09685332025,-7.2669938954,14.36384721565
"36001","WALK",301,14.2088768444713,-0.0358848776758347,0.1482616892975,0.112376811621665,10.4262171660987,10.0567098650213,8.24330132462561,-16.3543096864807,-4.21998170892978,-20.4810515005195,-0.430407771164156,-0.147113919154992,-0.707791109618076,0.101859317900865,1.82645575054892,0.166613383508046,1.63901520595678,-0.260484751322061,1.88028645635678,11.0302748552,-10.164259287,21.1945341422,10.9706217592,-9.4750111636,20.4456329228,7.4750271862,-9.721318178,17.1963453642
"36121","WALK",302,12.6680012209496,-0.0426740649833318,0.118706795737081,0.0760327307537493,6.6436547612161,9.79805603930323,8.60582034923179,-0.623748620097768,-14.5895783348277,-14.6867614454121,-0.0337450071600303,-0.766064746432652,-0.441052862118295,-0.590025377326418,1.90231763295743,-0.036594443173439,1.72401446533009,0.0480838222507633,1.63489623907786,4.7223515966,-5.895370916,10.6177225126,10.4495150026,-9.1022376086,19.5517526112,9.5148345632,-10.081584684,19.5964192472
"36241","WALK",303,14.8462801056037,-0.0577428464954156,0.140526380490415,0.0827835339949995,9.22108376385913,10.5724325499808,10.547227515063,-11.1878812581127,-21.2193420643503,-17.2196401881728,-0.360498191117417,-0.631339310935623,-0.446730113101867,-0.347646642402829,1.68255611202397,-0.107872190967904,1.52748145935954,0.125103974486098,1.5014060363699,6.8858402032,-8.2345238254,15.1203640286,8.3772125752,-7.9226593798,16.299871955,9.044259731,-8.199774122,17.244033853
"36361","WALK",304,15.5150342903567,-0.0276031041766667,0.157787225017082,0.130184120840416,10.4729505355246,10.6666342191116,11.1506525749672,-16.9313038649714,-21.8774778659209,-17.8139906261014,-0.446848026889328,-0.543212998029704,-0.456746253243362,-0.122292309838734,1.97517543109694,-0.00239730120842663,1.692090852282,0.130303360649788,1.69235242560508,11.0729322618,-12.00306669,23.0759989518,10.5927520418,-9.4099468094,20.0026988512,11.356657122,-9.9016054092,21.2582625312
"36481","WALK",305,16.6834343155833,-0.00311425469874956,0.149366691561249,0.146252436862499,10.7170448640893,11.2783433771664,9.98687776465225,-15.2229329030582,-11.6135838780905,-23.5770979048848,-0.361010706487519,-0.304075859530693,-0.591971581095049,-0.537268856322607,1.88484763599257,-0.543191195662388,1.81554583350975,-0.332848306528698,1.53313853153276,8.5431538974,-13.3035926814,21.8467465788,10.0471138692,-12.644172024,22.6912858932,7.6619133752,-9.54278085,17.2046942252
"36601","WALK",306,16.9432447229908,0.0510034414399994,0.100144120072501,0.1511475615125,11.1347629018364,11.5645592758581,10.1980735829345,-23.6450937377631,-7.4157450844722,-23.9419261462371,-0.617195190668299,-0.167214803931537,-0.563712128137058,-0.636821847642613,1.60649599391997,-0.552761085014355,1.60729611439789,-1.00574676798024,4.40711276184704,6.9996557584,-10.387826831,17.3874825894,7.4066754634,-9.871879855,17.2785553184,10.510786012,-24.0897442624,34.6005302744
"36721","WALK",307,17.85302539628,-0.0133761549725008,0.135477596500419,0.122101441527918,11.7366863015878,12.1542905025789,11.6198272140988,-22.474601001507,-17.8388201312306,-25.3546124806716,-0.484515363155494,-0.359460847944351,-0.52387335529628,-0.51856447209615,2.19101898060422,-0.504562652182388,1.98733993531255,-0.540697565677012,2.01743207448054,12.1561512856,-15.0728238176,27.2289751032,10.433834777,-14.9063069226,25.3401416996,11.6870165678,-15.307958068,26.9949746358
"36841","WALK",308,17.3231211995483,0.0209637005245843,0.144557521517916,0.1655212220425,11.2368818566332,11.0000786681483,11.1457691557479,-19.4282018643168,-20.4688050147244,-19.8652293656739,-0.444643430834584,-0.49284448979977,-0.489491824069582,-0.560014611125902,1.67257315558145,-0.549768398307774,1.70834360611392,-0.434738159715335,1.61135877208378,9.4053729716,-10.9599880718,20.3653610434,9.9935315656,-11.6574036628,21.6509352284,7.909766913,-11.2089761348,19.1187430478
"36961","WALK",309,16.8516896977946,0.0111527065833341,0.124301471367916,0.135454177951249,9.86960637098232,10.6037777465398,10.9753646357407,-10.9435014810897,-21.9404548231326,-18.2330027966518,-0.289818401262953,-0.573034485671126,-0.480025790384514,-0.478094772976488,1.66792970930162,-0.704707139474004,1.62400854830414,-0.528984208632515,1.48385354287643,8.4495884094,-10.507633192,18.9572216014,6.2503671236,-10.5953500824,16.845717206,7.8989633506,-10.1042070198,18.0031703704
"37081","WALK",310,16.3657846986325,0.05630348518,0.108849399323335,0.165152884503335,11.5347123464813,10.3836195151331,9.83347144899477,-27.6508208678695,-8.78162540101212,-15.5975856478012,-0.711664736182544,-0.221965796688344,-0.407184689290297,-0.629301988031885,1.69401450903304,-0.48243855455297,2.24630712746649,-0.401890148869988,1.49037910644687,8.1980811854,-12.0388851636,20.236966349,10.4750201348,-14.2082947994,24.6833149342,7.897296323,-10.328029527,18.22532585
"37201","WALK",311,16.3809865372692,0.0403755109029176,0.120578176255833,0.160953687158751,9.2488199810382,10.1696301999703,11.6012839365756,-8.90234597735004,-29.6414848952661,-11.2385507453091,-0.263769395246578,-0.799614384285204,-0.278908757964971,-0.332773284727158,1.58503031108569,-0.677926873857757,1.59543023361413,-0.512111254461901,1.45568050863819,7.4508358762,-8.9553630716,16.4061989478,6.223527761,-9.715025167,15.938552928,7.208893318,-10.628436995,17.837330313
"37321","WALK",312,17.1467090882554,-0.025413728004167,0.138089069467084,0.112675341462917,11.0407024252688,11.3131908988031,9.84580708558184,-20.7118747780266,-9.38074863819818,-25.4092822593585,-0.514791526358392,-0.240197628219976,-0.658821217947649,-0.67777268219037,1.58576001412105,-0.668926586835706,1.55481122744359,-0.460811063969345,1.47935645360474,7.2076963834,-10.0392881884,17.2469845718,6.323866801,-9.269385558,15.593252359,6.6189660312,-10.5116383878,17.130604419
"37441","WALK",313,17.1381911565604,-0.00143091329791694,0.141240258447916,0.139809345149999,9.24067976961579,10.9500273661768,11.8478954550776,-6.05324093084707,-31.0937274679845,-17.0796901035696,-0.166086020867279,-0.805683770013967,-0.399041822077057,-0.447353722050712,1.4840073428798,-0.686091054407929,1.56997459027858,-0.448906588839138,1.43462065423605,7.853967625,-8.9679283984,16.8218960234,6.1071263978,-10.22079959,16.3279259878,7.6889690825,-9.2602818096,16.9492508921
"37561","WALK",314,17.6919678107425,-0.0115495402766675,0.170416512684167,0.1588669724075,11.0918703751676,11.4421767822713,11.417123688125,-19.1732026985947,-21.790235464835,-21.972370961641,-0.452823337222539,-0.502427188347093,-0.505381371012352,-0.539091725565972,1.70138607865968,-0.579685341666457,1.59880464135661,-0.466008608048301,1.47538851812761,9.513066168,-11.5583102938,21.0713764618,8.0753330312,-10.348245086,18.4235781172,8.217992998,-11.253693948,19.471686946
"37681","WALK",315,17.6701656471146,-0.0250749872733323,0.135638955078333,0.110563967805,11.1517297441547,11.4643091132226,11.438801911566,-19.9851557839745,-22.1842749594357,-21.3441940296869,-0.47380430427271,-0.513714547026236,-0.481172373473371,-0.561991850934828,1.59612541837414,-0.531268721314801,1.58079192693248,-0.41351777213334,1.48338359239731,7.8959799368,-10.536238909,18.4322188458,8.1126603328,-10.382895732,18.4955560648,8.63116843725,-10.6672256484,19.29839408565
"37801","WALK",316,16.5782241384383,-0.013691323444582,0.126165869055415,0.112474545610833,11.4402100708541,9.36828992487647,10.5428940777846,-29.0763310667914,-13.7442595400334,-8.36612244415169,-0.811956855240011,-0.328625430709215,-0.238400795386751,-0.506318659258627,1.58764902014811,-0.554802131975143,1.6505659137388,-0.594942236518762,1.43445131410423,8.635436324,-10.1442065328,18.7796428568,5.9341553572,-9.6455613522,15.5797167094,6.74949153525,-9.7201932246,16.46968475985
"37921","WALK",317,17.7375141350529,-0.0162605270591673,0.165212572204169,0.148952045145001,11.5514131746961,11.700313465742,11.6059612437165,-21.0479590233008,-21.5751463466259,-22.3860338998315,-0.460883669050041,-0.4713577874081,-0.485992432668917,-0.473819955712927,1.81297221524104,-0.506724184183801,1.82924417976055,-0.395363607413084,1.7268756368395,10.1616973835,-13.1913869826,23.3530843661,10.2811107142,-13.802591299,24.0837020132,10.5259311798,-12.9700891018,23.4960202816
"38041","WALK",318,17.2591019987021,0.00229482967875028,0.1402812859525,0.14257611563125,9.54890517323596,10.9896302859973,12.0363679000905,-7.23399721409183,-32.5509480952229,-16.9202758338005,-0.189424201361664,-0.822875092100931,-0.389519888608204,-0.646210265692736,1.54909837199587,-0.63023447154694,1.5598770986133,-0.376113344386536,1.44991025366098,5.8128024088,-8.9331721428,14.7459745516,6.8345524984,-9.485554586,16.3201070844,8.05206001725,-9.2233148962,17.27537491345
"38161","WALK",319,17.3522638465779,-0.0606736637962498,0.171965736710418,0.111292072914168,11.5594156560797,12.0914344851819,10.4623666146223,-22.7005277872192,-11.4662134425968,-29.7160235406694,-0.514642067972982,-0.265063995434268,-0.685061885785077,-0.253977387914394,1.5523547122566,-0.328444404775717,1.5331635134066,-0.546316072372858,1.428168475566,7.8061350484,-8.872662299,16.6787973474,8.2330980952,-9.0497479608,17.282846056,6.8656403145,-9.7790756996,16.6447160141
"38281","WALK",320,11.6610919956846,-0.0269277550862487,0.0815766969299992,0.0546489418437504,7.48688677535493,7.35480356120988,8.02098717755532,-8.6875163709333,-11.5102018955919,-6.55875048829047,-0.449234883255592,-0.558044431764525,-0.320794484055776,-0.39466110428289,1.71568576555407,-0.225980353504817,1.85859322494629,-0.127236413444867,1.72418161992409,7.3527273504,-7.4688758216,14.821603172,8.1486630958,-7.296792319,15.4454554148,8.31606108675,-6.8801582744,15.19621936115
"38401","WALK",321,14.8916060033383,-0.0547359458154153,0.150848965276667,0.0961130194612516,9.42373796001349,10.3439275255323,10.4657258953361,-12.9486230748256,-19.0133095660429,-17.2941052497571,-0.41170064719929,-0.53656074169848,-0.481082214767332,-0.218137773703512,1.71964570422702,-0.171101692577123,1.67305769533923,0.033111367163507,1.57731607416975,8.5131636282,-9.90177694,18.4149405682,8.9036426378,-10.2424379376,19.1460805754,10.2528521436,-9.5669278614,19.819780005
"38521","WALK",322,13.7279361273854,-0.0597727316058343,0.128899293212502,0.0691265616066676,7.91094946132591,9.8818577230098,9.29722310732222,-4.4112293863081,-16.5856980203337,-17.1388079287576,-0.16708522589035,-0.633133848854523,-0.540898926274978,-0.523535491003745,1.80986124694384,-0.0315204896171705,1.57163169332038,-0.0593124916957766,1.62114406199422,8.0158024746,-9.034828653,17.0506311276,8.3407521526,-8.3594678042,16.7002199568,10.0453792838,-8.7033981884,18.7487774722
"38641","WALK",323,11.6469496394583,-0.0296435615950003,0.109649466167084,0.0800059045720835,6.70948328043175,8.30846720998571,7.84589201754109,-4.5609918321799,-11.3726882537727,-11.7468936262365,-0.258708189790712,-0.604994452095751,-0.516991385337563,-0.32556679145758,2.25669378531914,-0.34175550867839,1.70297808175424,-0.280667778297983,1.5454097219113,9.25625723,-6.6603661954,15.9166234254,6.9893798524,-7.596797904,14.5861777564,7.48919157425,-7.7246200398,15.21381161405
"38761","WALK",324,14.4541564504554,-0.0724272090595817,0.156027794045833,0.0836005849862508,9.74913731373453,9.62854457200059,9.98933258713173,-16.9614182616736,-15.8063952858766,-13.0149115290733,-0.555160494301143,-0.465255364334096,-0.392576010571661,-0.0108574851726247,1.66259058664539,-0.25287304900412,1.66602276629003,-0.0105214597986425,1.62050534407029,9.7435603634,-7.8298822214,17.5734425848,8.600384684,-8.72206162525,17.32244630925,10.1133561585,-9.750263664,19.8636198225
"38881","WALK",325,14.2440702470425,-0.0716648458370824,0.150557754576666,0.0788929087395833,9.46548032125375,9.42655365620245,9.94465826284193,-15.4998624790185,-15.8702629941646,-13.1903402089439,-0.530738306379122,-0.473433146207027,-0.426250705781074,-0.206000146287706,1.82070361295011,-0.322858037781573,1.66067524354087,-0.133024666984953,1.68772868323945,8.8446941432,-11.1492970966,19.9939912398,8.247961717,-9.1957767058,17.4437384228,9.1252255694,-10.8704194174,19.9956449868
"39001","WALK",326,14.2687980944229,-0.0638330502429179,0.134864894945001,0.0710318447020831,10.2734776190076,10.0921291212722,9.42588488624736,-16.8012944467689,-13.7261218974448,-17.8725659053531,-0.46808510347661,-0.449174696150197,-0.547740933720241,-0.0904365176976167,1.60307068451194,-0.0659649199902794,1.56216820911152,-0.0299706666437329,1.7401976782284,8.5047294456,-8.2415612922,16.7462907378,8.5568663816,-8.8967622214,17.453628603,9.126443693,-7.9294010032,17.0558446962
"39121","WALK",327,14.9878359162008,-0.0487782022945833,0.134853712283333,0.0860755099887498,10.2111021722292,10.0149635441169,10.50350950502,-18.3889920356326,-17.7845426995357,-13.9598011622144,-0.545288545306366,-0.476832964629976,-0.38769545468466,-0.0622236447409995,1.7701599665867,-0.311933136030606,1.68380214753943,0.0381853139754172,1.74478222686446,10.1635263988,-9.200099457,19.3636258558,8.3936480136,-10.1554791784,18.549127192,11.2368091076,-10.8034429652,22.0402520728
"39241","WALK",328,14.6739854239392,-0.0845175411808323,0.158474185607084,0.0739566444262518,9.98698076561587,10.2543704463219,9.85353594684999,-16.1613066346627,-14.7033048227607,-17.8251189207414,-0.47961594122444,-0.434665342625168,-0.512943045696222,-0.0143470472415295,1.65423978709007,-0.098843250893962,1.81567527175162,-0.122319090809841,1.54844029313241,9.0525008454,-9.0556624468,18.1081632922,10.0783278444,-10.14419115525,20.22251899965,8.6904489166,-9.434689077,18.1251379936
"39361","WALK",329,14.1213555354367,-0.07976767357375,0.138219792106666,0.0584521185329161,10.9247641102405,9.29004948553918,7.85174175460549,-22.7320865114697,-0.518943984874455,-17.8282120491715,-0.620998125760033,-0.0185401620904738,-0.729496396466044,0.141660041161987,1.5713099121201,-0.19911736106038,1.64759803619001,-0.485003593135487,1.77344689430558,8.9988310226,-8.6805566004,17.679387623,9.1865345692,-9.0260519574,18.2125865266,7.1129083844,-8.1070699626,15.219978347
"39481","WALK",330,15.1862002529925,-0.0840632189712485,0.180497504187917,0.0964342852166685,9.70389308254282,10.9079943385006,10.3906050162502,-12.7319830615232,-18.8637820282218,-20.9076700441946,-0.372547246757147,-0.541092111791455,-0.541974375483472,-0.181334876041268,1.69687910482263,-0.061219988842069,1.52776039258625,-0.00785221699861015,1.57790533220579,9.9361049242,-8.5364793682,18.4725842924,8.9635608818,-8.6838493074,17.6474101892,9.4520331506,-9.272316807,18.7243499576
"39601","WALK",331,15.3208290229963,-0.0667508111287487,0.148411043262498,0.0816602321337498,9.56983122545125,11.0839003051927,10.6266849237212,-10.6602570460239,-21.0500524488555,-21.0467638838846,-0.306525267946124,-0.601052552188202,-0.521234694753452,-0.237713094225996,1.76354527251624,0.026401398686449,1.48893292139109,0.0750278523903081,1.58993258574161,8.1155991264,-9.429267574,17.5448667004,8.9445703036,-7.9834494068,16.9280197104,9.4116759452,-10.1881052228,19.599781168
"39721","WALK",332,16.4009922133333,-0.07188996215125,0.183465179257082,0.111575217105833,10.95368519822,11.6581825514038,11.1578248725964,-18.2757915204287,-19.552445455757,-24.0560865258791,-0.43828491539024,-0.458545402821613,-0.548104757397066,0.0159817612883056,1.62825445367062,0.0551552010402721,1.56383312123847,0.0108701828776069,1.65314784723274,9.870905566,-9.8861372762,19.7570428422,9.4788780822,-10.3185337106,19.7974117928,10.5724812855,-11.79249953,22.3649808155
"39841","WALK",333,15.0433393369425,-0.0486839879012499,0.152758442654583,0.104074454753333,10.2292514969573,10.3075549075646,10.4283892747614,-16.5308712117587,-17.887134728539,-16.5251243188521,-0.461914168311391,-0.490333481064062,-0.451617017382922,-0.0951045315192746,1.85669934822073,-0.149242010108737,1.64339683168349,0.0305175834708545,1.73401772400723,9.9220084494,-11.2083017008,21.1303101502,9.5156988702,-10.7784729242,20.2941717944,10.786809788,-10.3299897562,21.1167995442
"39961","WALK",334,15.7337291217754,-0.0695063021799989,0.154529794360832,0.0850234921808334,10.8973627415098,11.0107768844021,10.3656555699453,-19.0943875260097,-16.0527804911692,-21.6322601760413,-0.474272451401896,-0.426387432011998,-0.556116432757719,-0.000921561503804566,1.62224326107724,-0.0501368779766664,1.48923467375046,-0.0322113041991274,1.58546419325962,9.968268414,-8.9800104864,18.9482789004,8.5459615426,-8.4021506332,16.9481121758,9.197574618,-9.6303248088,18.8278994268
"40081","WALK",335,19.3482538782375,-0.00881835049916803,0.156175245052502,0.147356894553334,12.0227187136307,11.9545636803854,12.2255323990858,-24.1034059310228,-25.4287744815756,-22.9966726306303,-0.500464353223342,-0.515773669065965,-0.474688052734934,-0.688328456668734,1.57178668215247,-0.728901610508795,1.55737674295446,-0.607380859932305,1.41841893240258,8.0786318528,-10.6050736144,18.6837054672,5.6831808552,-10.1013204082,15.7845012634,6.523907345,-9.9413561352,16.4652634802
"40201","WALK",336,20.0454117726567,-0.0739341632395842,0.187110318743334,0.11317615550375,13.12751776793,13.2432151038297,13.4506190000022,-27.9808950661436,-31.2565496827488,-27.7482301603064,-0.480934522680801,-0.528188236833007,-0.462975940297576,-0.354023439643419,1.56137991182474,-0.400866184084589,1.54034651820212,-0.188828228783867,1.4881627088822,10.1194521378,-11.2856780794,21.4051302172,9.5589984774,-10.8066600834,20.3656585608,10.5626367772,-11.4356611298,21.998297907
"40321","WALK",337,20.4016494005817,-0.0600635295404153,0.191154665744582,0.131091136204167,13.2477272473459,13.9242316964017,13.0655121490358,-26.7305117809558,-25.3944017149295,-35.6039118748356,-0.438168855175927,-0.423532540505698,-0.580539377236022,-0.363356625889233,1.6078091587621,-0.284170051646197,1.5509081384212,-0.38268731720556,1.48507525187019,10.2215829098,-12.5814731218,22.8030560316,11.3549346128,-12.4321283712,23.787062984,9.7056295036,-11.9423779316,21.6480074352
"40441","WALK",338,20.3583697936033,-0.0613669822758318,0.189098282084584,0.127731299808751,12.9681191177898,13.6500486538844,13.4675806496063,-25.5987287193475,-31.0784571973313,-31.599947375343,-0.437924018461874,-0.522063262647984,-0.513388369028085,-0.410994151140238,1.60415723628388,-0.382602975554578,1.56537107742891,-0.325893598595532,1.50988192404272,10.5442206526,-11.789627303,22.3338479556,9.8561033486,-13.2509300166,23.1070333652,10.2237564008,-12.8024672326,23.0262236334
"40561","WALK",339,19.5781942182367,-0.0219258756495849,0.141028619257501,0.119102743607916,12.8836005108251,11.9876985361683,12.3512228128404,-31.9017837865258,-21.0928688147505,-21.3366968107212,-0.627023512079491,-0.38225238208163,-0.423769423695142,-0.43374987250689,1.65311654097074,-0.719186252358441,1.59898039290656,-0.544938901065344,1.44264210590348,11.0740891052,-12.5462610168,23.620350122,7.0195476654,-10.5535238102,17.5730714756,8.49862809475,-10.85777422,19.35640231475
"40681","WALK",340,20.0883998497979,-0.0698956072950005,0.200375159391666,0.130479552096666,13.120734210611,13.1892139034931,13.3447541188316,-26.4554227415888,-31.5231210486555,-28.3177341032484,-0.44380492769036,-0.548132161176258,-0.48305455484218,-0.485473666039966,1.65277118505409,-0.442748721429784,1.71928625237805,-0.31216049258821,1.5276478649835,10.028564814,-12.6427488316,22.6713136456,11.9734723448,-14.4961992158,26.4696715606,9.7135834666,-12.9287162154,22.642299682
"40801","WALK",341,20.3592702274879,-0.0589956588470844,0.185560197493335,0.12656453864625,13.0532251372433,13.6203662003441,13.1615676335078,-25.2338398177477,-27.2240395352136,-33.1593272140952,-0.420850589072022,-0.458407528404767,-0.556409981987569,-0.422615549177275,1.67524288088932,-0.394128237856865,1.67555679369986,-0.424041046705101,1.53576266079007,11.3426366962,-13.824440785,25.1670774812,11.9897732318,-14.5156015178,26.5053747496,10.5005984812,-13.1796152844,23.6802137656
"40921","WALK",342,20.2238134150817,-0.0466642874274999,0.218276496057916,0.171612208630416,13.4207031979663,13.7030206587223,13.3941488716982,-29.6370362014842,-28.457744826975,-32.6841301655941,-0.490512221945405,-0.464700617885463,-0.534083037999109,-0.334512186720378,1.67867638850484,-0.317312992904744,1.62281583785388,-0.305276505082034,1.52402719121059,11.0311516442,-13.6911313338,24.722282978,12.0042889736,-12.4720374824,24.476326456,11.240476682,-12.872781479,24.113258161
"41041","WALK",343,19.9916053548825,-0.0495166310658338,0.160458195567499,0.110941564501665,13.1971597445378,13.1882957989566,13.1868938053024,-29.3014644096965,-26.6458392460784,-29.0671644339692,-0.507551076610732,-0.441879595828575,-0.50251364063025,-0.32732842174511,1.62158945417297,-0.431693775140257,1.58758174899189,-0.288477150242142,1.57008995053886,10.9968784182,-12.2703826536,23.2672610718,10.2362838774,-11.8364555908,22.0727394682,12.4529486362,-12.5112412008,24.964189837
"41161","WALK",344,19.5332406936529,0.0142323636891673,0.173512331754999,0.187744695444167,11.3049312808018,12.0606338926906,13.3832368733766,-17.2188350953347,-37.4770021775263,-18.3573134255799,-0.369300652543168,-0.72760155045587,-0.339298964357554,-0.72394160596323,1.56118892571097,-0.697334384761916,1.60137938581846,-0.432143359826278,1.53173110567132,5.8842370604,-9.7303338982,15.6145709586,7.823339629,-11.172492569,18.995832198,11.4599463105,-12.760194483,24.2201407935
"41281","WALK",345,19.9821532592937,-0.0558586800962494,0.166573644791666,0.110714964695416,13.0783226281769,13.079004873354,13.1166855506503,-29.0823637508046,-27.4192798384749,-27.693667979988,-0.515337070154859,-0.468003454950176,-0.479162692117697,-0.382539210981008,1.59496359428708,-0.473113816884095,1.60774630562154,-0.327186873708895,1.52039603487538,10.1121216194,-12.2295141244,22.3416357438,10.2830660132,-13.0677880986,23.3508541118,10.35769027425,-13.1690091754,23.52669944965
"41401","WALK",346,19.9353215917925,-0.0194068823191659,0.162104063542499,0.142697181223333,12.3714900514337,13.0976966203442,13.1239623212293,-22.7118504384167,-29.718464559352,-27.9733549937256,-0.422178467824367,-0.528237445027164,-0.484440702205306,-0.556452992287477,1.6316911928382,-0.471203454045378,1.55603052388656,-0.348031485775428,1.50610425753822,9.4685470598,-12.032691962,21.5012390218,9.7344643772,-10.8266940066,20.5611583838,12.1387033206,-11.7085997578,23.8473030784
