"","behavior","burst","odba","mean.dxy","mean.dyz","mean.dxz","sd.dxy","sd.dyz","sd.dxz","cov.dxy","cov.dxz","cov.dyz","cor.dxy","cor.dxz","cor.dyz","sk.dx","ku.dx","sk.dy","ku.dy","sk.dz","ku.dz","max.dx","min.dx","amp.dx","max.dy","min.dy","amp.dy","max.dz","min.dz","amp.dz"
"90001","STND",751,17.0925930770375,-0.0716621989345838,0.172804606643334,0.10114240770875,11.4766041810144,11.7886154437088,11.5256685687126,-21.5451461189975,-21.8461802730862,-23.8543631003131,-0.486363251318329,-0.490321807766106,-0.522771139146287,-0.227626615643484,1.55014522495309,-0.248929302003117,1.51221773246405,-0.176475786061273,1.46410538988991,7.7751721492,-8.7528851914,16.5280573406,7.7806549346,-8.8392278022,16.6198827368,8.0033333895,-8.7944657436,16.7977991331
"90121","STND",752,17.8213462912921,-0.0566469985300013,0.168991568630417,0.112344570100416,11.5804026346944,12.0039255813571,11.7951327698638,-21.3512060455969,-23.2567897023587,-24.9347585524725,-0.467259473188942,-0.502476908739048,-0.529305068323039,-0.380612982097214,1.55306021006831,-0.354924387382616,1.52137049828505,-0.292639910277172,1.455280402839,7.5054568586,-9.3277557312,16.8332125898,7.5727837524,-9.13007558825,16.70285934065,8.17287153375,-9.2559321932,17.42880372695
"90241","STND",753,17.1646135272588,-0.0645307493720835,0.168039856069166,0.103509106697082,11.3374779599539,11.6897548818232,11.4732736126863,-20.8544313723555,-21.7827056462546,-23.4748795196424,-0.480438018995238,-0.494927716106503,-0.523455227172202,-0.299277541265853,1.55027436434921,-0.305340828041193,1.51653889533887,-0.232360591561888,1.4600345269279,7.6826610516,-8.802354361,16.4850154126,7.546684157,-8.785234235,16.331918392,7.869552695,-9.0648146202,16.9343673152
"90361","STND",754,17.2398050424717,-0.0615641095054172,0.168408799192918,0.106844689687501,11.3760726451655,11.6848862220007,11.5438261793672,-21.070103292987,-22.2207212958265,-23.2312145268731,-0.482894924642057,-0.500611264554987,-0.515900069634311,-0.313267236347103,1.55225779168279,-0.321407077607994,1.5200932235136,-0.232770354613012,1.45947387178522,7.639129208,-8.8779823208,16.5171115288,7.5262806496,-8.8876796,16.4139602496,7.82822444075,-8.9504356198,16.77866006055
"90481","STND",755,17.3589605286254,-0.0640436871966664,0.167285534613749,0.103241847417082,11.3795100677403,11.9498256434343,11.6976431378674,-19.885377803707,-23.1120998527945,-25.1567680104582,-0.443360779472946,-0.510378100861356,-0.544044620612389,-0.314003258561342,1.55259436706869,-0.234290440554967,1.51003664797364,-0.211424447400583,1.46328842532634,7.6785142882,-8.925422039,16.6039363272,8.018937696,-8.85898751,16.877925206,8.425303731,-9.0222571508,17.4475608818
"90601","STND",756,17.5766738553612,0.016968719870418,0.14446749728375,0.161436217154168,10.8766938192559,11.4617827819384,10.8656499086315,-18.3693304164555,-17.4058762209181,-24.9257749008578,-0.450529783419818,-0.418156252881194,-0.611649477173137,-0.679151773114003,1.55292231523404,-0.704730465161479,1.56697491324713,-0.455597818706121,1.44422873601719,6.2224486984,-9.3392921382,15.5617408366,5.758636631,-9.2466968118,15.0053334428,7.0923528286,-9.6616579142,16.7540107428
"90721","STND",757,15.3885322849354,0.0583255407066685,0.0739888088362498,0.132314349542918,10.7184540120319,10.2637875615137,9.77563988094945,-20.5482673645265,-12.4956798603023,-19.1118039825803,-0.557558501892333,-0.355717749938453,-0.570122152997884,-0.49941396491712,1.53824082004899,-0.33790219165822,1.55150458732236,-0.0679647139520454,1.49125736034109,6.5744245412,-8.8669084356,15.4413329768,6.7963356584,-8.2965267894,15.0928624478,7.1431212974,-7.542911637,14.6860329344
"90841","STND",758,16.24681834821,0.0347214945983329,0.111665681033751,0.146387175632083,10.8403039575498,11.1467053246411,9.32400346429092,-22.1219096421521,-5.48142171442983,-25.4357306177239,-0.604239316806131,-0.144297079305125,-0.693755300256297,-0.737196078134739,1.58584606232271,-0.576617200342763,1.56206383416378,-0.0846432695463032,1.47192244381197,5.235262964,-9.9234493182,15.1587122822,6.8436433944,-8.7968066266,15.640450021,7.6239110786,-8.168767162,15.7926782406
"90961","STND",759,18.3087801710542,-0.0481563179275003,0.169521493228334,0.121365175300834,11.6453403238459,11.938644787294,11.8983662009998,-21.7392359283264,-24.0159065375956,-24.1876162168564,-0.471907739897268,-0.513613209325664,-0.513834557194259,-0.516041430204461,1.55391563132297,-0.499807788029644,1.53425891433158,-0.401597843769386,1.44176541437129,6.9799450018,-9.4848591334,16.4648041352,7.0719463958,-9.4271265206,16.4990729164,7.86589214,-9.4985199866,17.3644121266
"91081","STND",760,17.9124903081571,-0.0609102387845837,0.171650827076667,0.110740588292083,11.6438481339249,12.0670208472066,11.7022641824117,-22.2322603737939,-21.8010177687141,-25.6222900024108,-0.488037150177874,-0.467410604846538,-0.543178007020942,-0.365775476261986,1.552293316365,-0.384416239088886,1.52524946473341,-0.348263308775515,1.44710004230424,7.5164488224,-9.0824048198,16.5988536422,7.5842154416,-9.1925239512,16.7767393928,7.98750925325,-9.3984252074,17.38593446065
"91201","STND",761,18.3915495135046,-0.0423589524158337,0.167309678071667,0.124950725655834,11.6444181107925,11.9005994790576,11.9751256149444,-21.3229368590085,-24.7745054822157,-23.9122615187323,-0.458821316936951,-0.527955436395084,-0.509881600163058,-0.545912185023871,1.55832231569151,-0.516759593866432,1.53754141338774,-0.412599374691785,1.44230332962882,7.4296147186,-9.9195907234,17.349205442,6.9481154208,-9.4477327648,16.3958481856,7.6750643415,-9.4989612896,17.1740256311
"91321","STND",762,16.3895242760675,0.043417428779584,0.111367889247917,0.154785318027501,10.3311607799643,10.4776924531485,10.7410900596281,-18.2236600938029,-20.9192263635415,-15.3151229429434,-0.520225798771544,-0.573160263232757,-0.387307098366129,-0.530339208878264,1.56599538580014,-0.448647901428072,1.56048924298026,-0.521895031371173,1.43730333150056,6.3950357532,-8.1944660088,14.589501762,6.8639117886,-8.7279303936,15.5918421822,6.949093143,-9.473943011,16.423036154
"91441","STND",763,16.8670304013408,0.0385045331795841,0.114910322580833,0.153414855760418,11.2070108247374,10.8765530028857,10.5717495899824,-23.4119789185609,-15.6396986389838,-19.8901197711585,-0.594600034246052,-0.388650403226563,-0.506751047181473,-0.637341679057509,1.55969274262684,-0.440355446899724,1.55433533345806,-0.339580536379547,1.44381549324944,6.2077642936,-9.255042348,15.4628066416,7.1170750584,-8.79705865,15.9141337084,7.32467558075,-8.6982581026,16.02293368335
"91561","STND",764,18.6961148077771,0.00526415492250011,0.145146171924584,0.150410326847084,11.4490379782189,11.6678332804278,11.7327487712461,-21.2659427848186,-23.51740591493,-22.6865193240075,-0.480323212184658,-0.5191740122748,-0.500024691567762,-0.737915838223954,1.55792847244654,-0.738236404158049,1.5592109314178,-0.628598817630639,1.41373545670789,5.0025336194,-9.5879177666,14.590451386,5.0782882704,-9.5467472864,14.6250355568,6.1624264545,-9.5796479308,15.7420743853
"91681","STND",765,18.7458846493071,-0.00479297551541664,0.150934762137916,0.1461417866225,11.4498667161717,11.7021235299082,11.7868303175309,-21.130208005779,-23.9218392626293,-22.7609471343632,-0.475699818579023,-0.525470731226587,-0.498104821190925,-0.739589295254826,1.55935912139193,-0.739967446987479,1.55873236716842,-0.628467303376098,1.41587706102784,4.990212827,-9.6526367624,14.6428495894,4.9796501526,-9.6807986122,14.6604487648,6.1197290575,-9.6278384848,15.7475675423
"91801","STND",766,18.5748285061225,-0.0411427856112497,0.165946543173751,0.124803757562501,11.7935835055936,11.9976859323403,11.719876620145,-23.2645576045642,-22.0256946376272,-24.7471230255847,-0.502732666625643,-0.472223918633128,-0.524040953674329,-0.554081599458785,1.55642570805856,-0.588827421631779,1.54414655250771,-0.503575695373585,1.42908741819324,7.005829611,-9.5141945934,16.5200242044,6.7107385036,-9.6466857156,16.3574242192,7.29935399375,-9.5523691114,16.85172310515
"91921","STND",767,18.9289684006317,-0.0194560432079164,0.158631061942499,0.139175018734582,11.6897630526067,12.0353910308087,11.7868941072714,-22.3280184105982,-22.5496337938022,-25.1738073745047,-0.485433529852194,-0.480812329909031,-0.532862643319462,-0.689048192958683,1.55993037522678,-0.69168599380799,1.55326271697066,-0.60389523804819,1.41992427877188,6.0377486498,-9.7114238052,15.749172455,6.105599844,-9.7275265596,15.8331264036,6.6116707475,-9.7396657398,16.3513364873
"92041","STND",768,17.8838810362112,-0.0512103725712502,0.167034795938334,0.115824423367083,11.5351296254801,11.8309270773404,11.6384685961676,-21.6405263033457,-22.3955372831078,-24.0376831146203,-0.482134306499925,-0.494174633920726,-0.52317698287349,-0.441702574895551,1.55414250401813,-0.446512651273718,1.5295653294725,-0.368452301561967,1.44458751404493,7.387252314,-9.102638368,16.489890682,7.2337552062,-9.1644930766,16.3982482828,7.647314569,-9.135789735,16.783104304
"92161","STND",769,17.528884063645,-0.0676785629533327,0.171557572482498,0.103879009529166,11.6225958081611,11.9150056957381,11.6908745946569,-22.2332390576509,-22.528779039366,-24.1802589385408,-0.490819215035595,-0.492054633722284,-0.516663956380999,-0.289238285179448,1.55003821321119,-0.318965067380939,1.51747985453009,-0.231244693001512,1.46050689653876,7.7318534732,-8.9134167118,16.645270185,7.6864424198,-9.0034465728,16.6898889926,8.06523695875,-8.9894001808,17.05463713955
"92281","STND",770,17.8723797174975,-0.0529459644404171,0.168577054713334,0.115631090272917,11.563230732421,11.813551038798,11.6138683984338,-21.8109727385854,-22.2228376609538,-23.980435975665,-0.484263992391773,-0.491527322752665,-0.523599177274461,-0.437202079219136,1.55349452606763,-0.44614561544975,1.53020065822978,-0.368531057818426,1.44344835174722,7.2826123046,-9.1939174524,16.476529757,7.2800633622,-9.1540968666,16.4341602288,7.61198319425,-9.1227734092,16.73475660345
"92401","STND",771,16.9884166548525,-0.0744969707383321,0.173430964569166,0.0989339938308341,11.5147287163082,11.8439679289575,11.5870490278611,-21.5703136381972,-22.167421493001,-24.1034010090678,-0.482435622664497,-0.493231070018608,-0.523579831347106,-0.178503716020042,1.5490056115088,-0.193079226024061,1.50356243209492,-0.122941726323226,1.47201195722245,7.929008704,-8.702439976,16.63144868,8.0145793252,-8.691179082,16.7057584072,8.325678207,-8.744333771,17.070011978
"92521","STND",772,16.9713804014538,-0.0739024454033332,0.171581085061667,0.0976786396583333,11.5925565227772,11.8651870836687,11.5595876532068,-22.3158727802457,-21.7008453793897,-24.1018823608533,-0.497429973671192,-0.481288103493992,-0.520684275485462,-0.146888325859473,1.54995587141066,-0.196542356653481,1.50599829875918,-0.119449920728976,1.4719278933292,7.9859602414,-8.652187554,16.6381477954,8.0455412778,-8.81555982675,16.86110110455,8.24532345,-8.7928331314,17.0381565814
"92641","STND",773,16.5768407617217,-0.08074059266375,0.168312787759582,0.0875721950958321,11.5851199152185,11.8089231572268,11.594446910655,-22.0604128341246,-22.1002788539468,-23.8468333843232,-0.489789240570764,-0.489945149784073,-0.519782903152968,-0.0570926197687322,1.55121881972919,-0.0922173874343316,1.49544304878396,-0.0153354013478983,1.48594911902934,8.394695339,-8.5756104506,16.9703057896,8.2880738592,-8.67177635625,16.95985021545,8.497526518,-8.5530182266,17.0505447446
"92761","STND",774,16.7246226703058,-0.0814113273862492,0.173964778819166,0.0925534514329168,11.6854815933511,11.9517761339687,11.6707205401959,-22.4564201871335,-22.3544733478781,-24.4453695987353,-0.490289784327544,-0.488796303460538,-0.520368297477926,-0.0542630450165488,1.54976183851428,-0.0934129711874548,1.49437214689526,-0.0161173983931736,1.48309692848139,8.3126269358,-8.5240507902,16.836677726,8.3170431066,-8.805198321,17.1222414276,8.5060737285,-8.5299521542,17.0360258827
"92881","STND",775,17.3920740362037,-0.0596534295045834,0.168004788906666,0.108351359402083,11.3857648716778,11.7275376534787,11.5741891503612,-20.6864638388807,-22.5862075386321,-23.533366497872,-0.468832344207378,-0.508915926894464,-0.520264837357382,-0.358410063126369,1.55717202055126,-0.340549394975048,1.5202761778509,-0.260529944067133,1.45916584791771,7.6628743662,-9.1998393232,16.8627136894,7.6020441252,-9.139614604,16.7416587292,8.014290632,-9.084155147,17.098445779
"93001","STND",776,18.1292050800179,-0.0203142496920833,0.15991139443875,0.139597144746667,11.183244050828,11.3452565824224,11.4285206688589,-20.4966534984503,-22.2846155833033,-21.2364709395248,-0.487601084122012,-0.518159639585937,-0.492614693212705,-0.709355360359915,1.55887364741083,-0.710379367074048,1.55510277177087,-0.590210367976508,1.41514351152268,5.9654725606,-9.2972500176,15.2627225782,5.589006727,-9.359097206,14.948103933,6.491593596,-9.4405906378,15.9321842338
"93121","STND",777,17.139347287905,-0.0736377840620832,0.172639746387083,0.0990019623249997,11.505896455821,11.9646367243291,11.7447903829022,-20.987958619597,-23.0750892372351,-24.8249883564341,-0.464368688459491,-0.503066100500196,-0.531059140394846,-0.208852148620874,1.55044255627064,-0.178615344132331,1.50405866889511,-0.126994867496741,1.47261654761123,7.9443136308,-8.8701950922,16.814508723,8.006659,-8.798669072,16.805328072,8.350472406,-8.874154228,17.224626634
"93241","STND",778,17.0454311760421,-0.0679966430845841,0.16375396908375,0.0957573259991664,11.4531850604131,11.5308935635886,11.975237956796,-20.8443620417345,-26.5239300306442,-20.3250956229885,-0.465975874417372,-0.587369409330508,-0.440379425737999,-0.27602392858407,1.55135452051409,-0.246329467102487,1.5119691494758,0.0175744027849376,1.48401622092269,7.952422945,-8.9759454616,16.9283684066,8.0949751258,-8.9869054096,17.0818805354,8.828347103,-8.5367261184,17.3650732214
"93361","STND",779,17.0778730444646,-0.0751703551529164,0.17260176764125,0.097431412488334,11.5179440397925,11.9590550390968,11.4846455906277,-21.7038998633642,-20.8832178355865,-25.3024700449937,-0.486492601810481,-0.463683673111286,-0.54761377389596,-0.174330763713397,1.54935685241334,-0.1990941532261,1.50631067435515,-0.186958729469335,1.46891366148949,8.0313282932,-8.5686004054,16.5999286986,8.1820554704,-8.8691631426,17.051218613,8.227372173,-9.15226905,17.379641223
"93481","STND",780,17.6538407412875,-0.0637744456645842,0.171341394090833,0.107566948426249,11.6032292643918,11.8756531468248,11.7181752489196,-22.0157357644733,-22.954419864764,-23.8443877863695,-0.48609096836247,-0.502473199089361,-0.510920665854199,-0.345080906123057,1.55161265093665,-0.359218093889088,1.51974128534351,-0.256544020483478,1.45770055577956,7.5787646386,-9.126305688,16.7050703266,7.550611916,-9.0767631044,16.6273750204,8.24737656075,-9.1092646114,17.35664117215
"93601","STND",781,18.1240685779233,-0.0440246784899999,0.16429287701375,0.12026819852375,11.5486754442053,11.8867581708277,11.5414029115954,-22.1345202554625,-21.4907912548791,-24.2795677657047,-0.497028516178413,-0.476782618235151,-0.52366648363643,-0.504969871712834,1.55809633405539,-0.533911572397928,1.53958787115875,-0.445710893139892,1.4345851099067,7.0830111776,-9.305833452,16.3888446296,7.115291677,-9.392728164,16.508019841,7.70572647725,-9.5644724828,17.27019896005
"93721","STND",782,16.7828603498471,-0.0843572342083335,0.169476815980417,0.0851195817720834,11.7807323912247,11.9488213992138,11.6441149572443,-23.2715656122238,-21.6655307937879,-24.5173398228872,-0.504638901622618,-0.46975310922504,-0.523094318895461,0.0285966998341574,1.55144434424965,-0.0482777958018566,1.48826894759768,0.0218222133426091,1.48535896208229,8.6696712992,-8.5904340082,17.2601053074,8.5846288288,-8.9421519262,17.526780755,8.523053475,-8.6961508846,17.2192043596
"93841","STND",783,17.7116862806421,-0.0462345699483341,0.164071573790418,0.117837003842084,11.3232182524205,11.4397094125745,11.4260753124162,-21.3707674854445,-21.7216140127814,-21.8123967944028,-0.500055177650375,-0.498808407512727,-0.50013076279888,-0.512276129937665,1.55633490130262,-0.547088550588499,1.53976861429315,-0.424799545790248,1.43963337574103,6.8439227248,-9.3884672532,16.232389978,6.7333438998,-9.2106436744,15.9439875742,7.41744052475,-9.2522472314,16.66968775615
"93961","STND",784,16.9513407204938,-0.0760548485487506,0.176782975396667,0.100728126847917,11.5141742340838,12.1880761544717,11.617550764893,-20.8136576003937,-21.5591397149632,-26.9213485538298,-0.457926116802886,-0.469839747359508,-0.568547336582534,-0.108575742472811,1.55297366563022,-0.0670841858674547,1.4954314332185,-0.107241752332372,1.47463019528231,8.1466453866,-8.6808440752,16.8274894618,8.6980786926,-8.67587789225,17.37395658485,8.88412529675,-9.1370034246,18.02112872135
"94081","STND",785,17.1211296548817,-0.0725060506691662,0.170122445295,0.0976163946258335,11.6707588458865,11.8848698455479,11.8559828794902,-22.1230285376917,-24.1262158902201,-23.3559036925504,-0.481282766749478,-0.522914779821122,-0.494107871453292,-0.18015833546542,1.54738745004157,-0.190381040033361,1.50456176104311,-0.0513797414008256,1.47865191166055,8.0240989984,-8.8314494316,16.85554843,8.1167265446,-8.9159142385,17.0326407831,8.677334977,-8.687326009,17.364660986
"94201","STND",786,17.2710981459162,-0.0662877949812503,0.164676093816667,0.0983882988354164,11.6871054887735,11.6376881047435,11.9927822135967,-22.4831773450778,-25.5894143704929,-21.1411260825617,-0.49078823771311,-0.552476297574879,-0.453926067886159,-0.257771442850332,1.55075744349432,-0.287380083981572,1.51755854128628,-0.0563089519087794,1.47548816173724,8.0678581728,-9.1074142334,17.1752724062,7.9750096582,-9.20244188525,17.17745154345,8.4148166845,-8.7351699516,17.1499866361
"94321","STND",787,18.0004617657629,-0.0354328117225,0.16090493950125,0.12547212777875,11.2718492714368,11.6068586570944,11.5085756492328,-20.6003613612841,-22.1220123884242,-22.9692462372238,-0.479904490134544,-0.501890618147071,-0.517619247249031,-0.584963998494841,1.55756168502392,-0.584131736941203,1.54297405438971,-0.490610077944297,1.43238578533664,6.5165818516,-9.2518295944,15.768411446,6.4459135212,-9.1628316824,15.6087452036,7.206625227,-9.293571731,16.500196958
"94441","STND",788,17.2410280826029,-0.0550202552187508,0.166425958919167,0.111405703700416,10.5791217346409,11.7331244952903,11.9927348299233,-13.3330336020812,-28.7468642907814,-22.4355917230072,-0.313694785460867,-0.668517884628358,-0.483584362627402,-0.501682953817626,1.57709184727951,-0.295009722020826,1.51485903816831,-0.135533742121192,1.47033516724775,7.2799246956,-9.0699906686,16.3499153642,7.8655694374,-8.9239532154,16.7895226528,8.3035526915,-8.8778249154,17.1813776069
"94561","STND",789,17.9540447909229,-0.0488792755016675,0.164069113532084,0.115189838030416,11.546866350515,11.7704015575988,11.5174454631946,-22.0097376470965,-21.3718755311297,-24.0092577555169,-0.492892212595534,-0.47546089991752,-0.530463154705359,-0.473660757925738,1.55656258954237,-0.496686145852192,1.53614653926603,-0.428440796124477,1.44073482860911,7.1252140054,-9.3556925104,16.4809065158,6.9577735196,-9.234254861,16.1920283806,7.5494041105,-9.2387253546,16.7881294651
"94681","STND",790,17.0310088572312,-0.0805970421450004,0.176007381363334,0.0954103392183338,11.77077577047,12.1009432325526,11.2895500838133,-23.6400202511243,-18.1032561399764,-26.8222989103867,-0.518091354162078,-0.396849732027392,-0.578140136698551,-0.0513735901544132,1.54748477153116,-0.155781569365398,1.50296701720095,-0.216765779752393,1.46357737595693,8.4809196064,-8.6225516344,17.1034712408,8.2557315702,-8.814208084,17.0699396542,8.2265247405,-8.9860497208,17.2125744613
"94801","STND",791,17.8892447985688,-0.0394954860491664,0.16262171801625,0.123126231967083,11.0924322929654,11.6131501672794,11.7476791396927,-18.0752221271597,-25.099738976756,-22.6856378845737,-0.416118971170798,-0.571944015062406,-0.507002332164309,-0.605064134371636,1.5567641623011,-0.508807664238956,1.53567695497828,-0.398969584066752,1.44062160311306,6.854727241,-9.238610943,16.093338184,6.9689338164,-9.2122825078,16.1812163242,7.613099839,-9.1217376144,16.7348374534
"94921","STND",792,17.8774206113725,-0.0436107075504178,0.166362911345417,0.122752203794999,11.4540383356007,11.7251034167567,11.5606383994396,-21.4955768927859,-21.9718996890994,-23.4911800618649,-0.487426431610007,-0.490032480340271,-0.51923822770926,-0.473893911388748,1.55265914701204,-0.491136174270877,1.53796537513563,-0.404171933054521,1.43748894460627,7.5699396564,-9.2677151822,16.8376548386,7.1080904872,-9.5219492566,16.6300397438,7.5805660215,-9.5305868482,17.1111528697
"95041","STND",793,17.16014977507,-0.0673046403504171,0.177123319145833,0.109818678795416,11.545419911411,12.1040815275799,10.8666911752934,-21.0846094759603,-15.917900127607,-28.6505518672706,-0.462993707913638,-0.369205725184693,-0.643296302593027,-0.197457173500967,1.56330740948247,-0.183888037681075,1.50735232390528,-0.377821361424245,1.45214574114204,8.5316026576,-9.0452205032,17.5768231608,8.649504333,-9.2211187628,17.8706230958,7.928317462,-9.0352305504,16.9635480124
"95161","STND",794,16.3148497575358,0.0230886649920844,0.119934917498333,0.143023582490417,9.64925901273272,10.3665969191109,10.7887411707924,-12.820533892745,-22.6858819324343,-17.0426510888434,-0.38028464567459,-0.641038478797246,-0.465044448273162,-0.546472048382284,1.54071934272883,-0.680783252992992,1.56077300177727,-0.606911134239043,1.42116607504894,5.9270152844,-8.0644260934,13.9914413778,5.4534083434,-8.5900627172,14.0434710606,5.86901051025,-8.7631199268,14.63213043705
"95281","STND",795,15.4368968629821,0.0390768860045842,0.104074982673334,0.143151868677918,9.90761286452127,9.90429336639791,10.0672964716185,-16.402421077115,-17.0505280585436,-16.1226966481612,-0.502056331589089,-0.507097073755514,-0.48988475704476,-0.529807970709053,1.53861525989304,-0.489306213308442,1.55850358964685,-0.416163427449901,1.43927838569674,5.9458262142,-8.037977688,13.9838039022,6.1945934528,-7.9924598546,14.1870533074,6.69848515675,-7.9518189572,14.65030411395
"95401","STND",796,16.2937002694042,0.0159876784724996,0.120214795257085,0.136202473729585,10.2583886733734,10.5190999239118,9.85379013974544,-17.6381246680018,-13.4059097744311,-20.8156500864765,-0.50432936835881,-0.381504881668829,-0.603182690208385,-0.721025928610818,1.5575773383714,-0.711627866836984,1.55948534133349,-0.498549973352711,1.43617306148703,5.1214040558,-8.6506213952,13.772025451,5.1499088588,-8.5491596082,13.699068467,6.20330061925,-8.671039233,14.87433985225
"95521","STND",797,17.1895697299225,-0.0628959297149998,0.167115948879999,0.104220019164999,11.3866285960318,11.6767184939123,11.5713756586233,-20.7472979966492,-22.7979672141421,-23.0756461847102,-0.470778528813602,-0.516507584140014,-0.511687156812753,-0.310796256974461,1.55255495901542,-0.29177465257703,1.5145211826156,-0.19511515095882,1.46556966425397,7.538676138,-9.204030773,16.742706911,7.7073995506,-8.8448815045,16.5522810551,7.9472401675,-8.8026710706,16.7499112381
"95641","STND",798,17.6448988348458,-0.0191881583866663,0.150544429177917,0.131356270791251,10.7276598123687,11.2586566626557,11.231347051769,-18.3509786415833,-22.0817348080992,-20.7948037317033,-0.468640128687927,-0.540568063524665,-0.488762399509792,-0.694050758768644,1.56038361454832,-0.677529061520812,1.5530535477554,-0.551556394660189,1.42613491170236,5.495656231,-8.8824225178,14.3780787488,5.8847320008,-9.1276370032,15.012369004,6.7808041505,-9.3253615158,16.1061656663
"95761","STND",799,17.7579396923125,-0.0258615878758332,0.153624299299167,0.127762711423334,10.9645666455308,11.2983095151672,11.1978576313289,-19.3381889362978,-21.0384877691897,-21.8227171013617,-0.474309948433592,-0.505255046435506,-0.519664464803814,-0.672674898237153,1.56051493495325,-0.665172940078625,1.55180342365621,-0.56645461102364,1.42034558595533,5.7290885866,-9.3007297466,15.0298183332,5.892759033,-9.1255974568,15.0183564898,6.6510997445,-9.11188445,15.7629841945
"95881","STND",800,16.6605763587292,-0.0904839013095834,0.17292962963375,0.0824457283241666,11.6401539951057,11.8767229217419,11.6583789880695,-22.0357880301631,-22.6082379229658,-24.0886153598108,-0.482206434582315,-0.498584961665481,-0.518723449290534,0.0455340055579712,1.54949790851434,0.0213657848606062,1.4817084283838,0.103349602929842,1.49718830722052,8.5251329114,-8.2978121544,16.8229450658,8.589785512,-8.71035487275,17.30014038475,8.64439091475,-8.2401428898,16.88453380455
"96001","STND",801,17.6311074240146,-0.0690715479187505,0.174182275928334,0.105110728009583,11.7518236743,11.9822434985289,11.8537035342485,-22.4481475358221,-23.6041698390029,-24.300997908667,-0.481750406032085,-0.506064147105917,-0.511750151837098,-0.285290927342351,1.55078556634063,-0.293392014642328,1.51439730026686,-0.193161952027266,1.46334937960937,7.87494034,-9.0925053942,16.9674457342,7.8339795246,-9.1514333755,16.9854129001,8.34264863925,-9.0518507664,17.39449940565
"96121","STND",802,16.8038677242842,-0.0782408692141657,0.170896894566666,0.0926560253525003,11.6088146495,11.8480382151124,11.6255114004325,-22.0981326916486,-22.2877765940075,-23.9870759126878,-0.488087266284968,-0.492229900083073,-0.519190341175095,-0.108641918268827,1.55093945974743,-0.137155968519746,1.49874984899937,-0.0556939002060818,1.47945530537641,8.1947738586,-8.600532928,16.7953067866,8.2127626754,-8.76310065325,16.97586332865,8.573758748,-8.6304356466,17.2041943946
"96241","STND",803,16.9405533440967,-0.0787523718437505,0.174036601879583,0.0952842300358331,11.6790800150388,11.954395394202,11.7009622442053,-22.1158017961075,-22.7361331543237,-24.5052457426248,-0.480065733579196,-0.497378181609263,-0.521975444260519,-0.12255678570479,1.55169905230644,-0.133425950107048,1.49915022180754,-0.0599025394689892,1.47850130720517,8.2817129394,-8.6873927714,16.9691057108,8.30157184,-8.93129075325,17.23286259325,8.33838981425,-8.6414305126,16.97982032685
"96361","STND",804,16.3518756673442,-0.0839906589487501,0.171085927312501,0.0870952683637509,11.4549219495306,11.6729906668459,11.4712432632481,-21.6514929343288,-21.5593525047943,-23.2916030445709,-0.492616812225007,-0.48747509711637,-0.519474180077174,-0.0423538316617265,1.5493736472819,-0.0864656306122747,1.49420152819173,-0.00734169711597662,1.48516352237799,8.217571224,-8.400580113,16.618151337,8.2477456022,-8.4652996768,16.713045279,8.419369032,-8.3818664668,16.8012354988
"96481","STND",805,17.1459095718837,0.0459117025283327,0.124316877520417,0.17022858004875,11.3829839673359,10.5022494821989,11.0168549039213,-24.4263916591043,-16.7409669222761,-15.3360238700989,-0.608413229222356,-0.380985895643255,-0.386776400820454,-0.618529001869546,1.56738555723807,-0.0931389342905438,1.85263247060013,-0.337065586354829,1.4583834004376,6.905637548,-10.8822409352,17.7878784832,12.9509712088,-9.490921953,22.4418931618,8.2738010846,-10.3584705498,18.6322716344
"96601","STND",806,18.7830188667092,-0.0447350188225001,0.170505630368749,0.125770611546249,11.8520919359996,12.1643526110284,11.9751314250401,-23.0566309604342,-23.5562650692911,-25.3355968179117,-0.488729067450352,-0.489499624999722,-0.520874034649519,-0.556562708221951,1.55499585909511,-0.570109788707507,1.54254959462607,-0.479696037502458,1.43330760709553,7.0002638348,-9.57753903,16.5778028648,6.8285413978,-9.6692505224,16.4977919202,7.72151320525,-9.8444760232,17.56598922845
"96721","STND",807,18.8074348906296,-0.0346792642816664,0.164763621837083,0.130084357555417,11.8170286210931,12.050760210982,11.9183524616951,-22.8138839766957,-23.5310468069583,-24.7927824350824,-0.485339059766409,-0.495540679317372,-0.518512948160219,-0.603805334740558,1.55833132299664,-0.610215610642023,1.54678688104946,-0.514941962035731,1.42949294648221,6.8955772834,-9.7086934252,16.6042707086,6.6251964568,-9.6847619612,16.309958418,7.49065007275,-9.6300268312,17.12067690395
"96841","STND",808,18.8278940855208,-0.0375018770045841,0.168461497481667,0.130959620477083,11.7207272002065,12.0816342463884,12.0293340604668,-21.9760447683948,-24.6154242035998,-24.7257554609321,-0.470490641507654,-0.515916947870607,-0.512490259099353,-0.619020956629385,1.55729075254888,-0.60529888910284,1.54498550797241,-0.501392256793232,1.42893128430181,6.7434297004,-9.7979619524,16.5413916528,6.7385329996,-9.6378149782,16.3763479778,7.49358306925,-9.7979531158,17.29153618505
