1 - min(mdcv$evaluation_log$val_mlogloss),booster,objective,max_depth,eta,subsample,colsample_bytree,min_child_weight
0.705327,gbtree,multi:softprob,7,0.13438871883554385,0.9404763404978439,0.6128334675915539,2
0.6701250000000001,gbtree,multi:softprob,3,0.17332578004105018,0.9218052105046809,0.6144263035617769,9
0.6202540000000001,gbtree,multi:softprob,8,0.01279476917348802,0.8278939627343789,0.8213361471891403,8
0.61774,gbtree,multi:softprob,9,0.013216039007529616,0.964684430975467,0.9215926342643798,10
0.641313,gbtree,multi:softprob,9,0.011851967133115978,0.8128267594845965,0.6328373473137617,3
0.698755,gbtree,multi:softprob,8,0.042825184992980214,0.9154390536248684,0.80806873627007,5
0.691338,gbtree,multi:softprob,7,0.2687125842273235,0.8898540531052277,0.9642611092887818,3
0.696607,gbtree,multi:softprob,5,0.17831655410351233,0.9632621408207342,0.9688843515701592,1
0.699388,gbtree,multi:softprob,6,0.07907959356671199,0.9164198983460665,0.6795576947741211,6
0.683102,gbtree,multi:softprob,7,0.06993158781668171,0.9403254399774597,0.9694688900373876,0
0.685832,gbtree,multi:softprob,6,0.25142201929586006,0.965712733194232,0.6445261037908494,9
0.705118,gbtree,multi:softprob,10,0.13733730376232414,0.960591372125782,0.9180869439616799,7
0.685889,gbtree,multi:softprob,7,0.29606147649930786,0.9824009056435898,0.909706266131252,6
0.6978500000000001,gbtree,multi:softprob,8,0.02355517140123993,0.7496445628348738,0.8423083182424307,2
0.684977,gbtree,multi:softprob,8,0.29226752379210663,0.9837619691388682,0.6815001231618225,4
0.6902010000000001,gbtree,multi:softprob,8,0.061159679009579124,0.928348286729306,0.9942004623822868,8
0.693337,gbtree,multi:softprob,9,0.08621426259865983,0.8236141693312674,0.7299121097661555,6
0.677819,gbtree,multi:softprob,9,0.279991610806901,0.8078759060939773,0.9818636341951787,0
0.690502,gbtree,multi:softprob,3,0.07329576393589377,0.8980951786506921,0.88471938110888,4
0.699183,gbtree,multi:softprob,6,0.2556341280438937,0.9617687257472425,0.7682731872424483,2
0.6741710000000001,gbtree,multi:softprob,4,0.27556463675573467,0.9738730093464255,0.8772939226590097,7
0.709141,gbtree,multi:softprob,4,0.15434526886790992,0.8673908055294305,0.6470104697160423,1
0.698278,gbtree,multi:softprob,9,0.2796690632612444,0.7111213057534769,0.686970604583621,1
0.698576,gbtree,multi:softprob,9,0.1698048723465763,0.7979344510007649,0.6746942739933729,8
0.690692,gbtree,multi:softprob,3,0.2879373028501868,0.9268802021862939,0.6070535508915782,10
0.687413,gbtree,multi:softprob,3,0.064966656495817,0.760598272155039,0.610446383152157,6
0.70068,gbtree,multi:softprob,3,0.2093939655367285,0.8195286009693518,0.6253017688170075,1
0.687925,gbtree,multi:softprob,4,0.07446991245262324,0.9129741428652778,0.9283640320412815,6
0.687881,gbtree,multi:softprob,7,0.16963801405625417,0.9778029426001013,0.7766847476363182,8
0.6917960000000001,gbtree,multi:softprob,5,0.19852037359029054,0.8930005511036143,0.802188110910356,4
0.683226,gbtree,multi:softprob,8,0.2730769010563381,0.9051842433167622,0.9803333945572377,5
0.703031,gbtree,multi:softprob,9,0.21287590213352814,0.9374480028869584,0.7435582266189158,3
0.710654,gbtree,multi:softprob,8,0.04284225130220875,0.8581027939682826,0.6820730374194681,1
0.6847650000000001,gbtree,multi:softprob,9,0.15141110714524983,0.9986685786163434,0.7889988299459219,1
0.697542,gbtree,multi:softprob,7,0.23349316200241446,0.9361682937247678,0.6491278680041432,10
0.6984239999999999,gbtree,multi:softprob,6,0.16282715359004216,0.8196750358212739,0.8545671799220145,0
0.690152,gbtree,multi:softprob,6,0.03764994353055954,0.7775830616476014,0.7562989667989314,7
0.693165,gbtree,multi:softprob,10,0.29494015146279706,0.8209491030545905,0.7370734227821231,1
0.699809,gbtree,multi:softprob,5,0.19398208737373351,0.8246814996469766,0.8606935449875891,6
0.7008840000000001,gbtree,multi:softprob,6,0.14344784474931657,0.9093268731608987,0.7586684377864004,9
0.700461,gbtree,multi:softprob,8,0.0650696548144333,0.7146434068214148,0.6552829681895673,6
0.694366,gbtree,multi:softprob,9,0.02275453323731199,0.9173461951082572,0.651376736164093,4
0.67717,gbtree,multi:softprob,4,0.24861892115091905,0.9518377307802439,0.9755685226991773,9
0.6856800000000001,gbtree,multi:softprob,7,0.10307752227410673,0.7511548680718988,0.8315719313919544,10
0.691701,gbtree,multi:softprob,7,0.02518617332680151,0.7839930716669187,0.8779035940766334,4
0.680068,gbtree,multi:softprob,3,0.21149506299989299,0.8711147683905438,0.705832043197006,5
0.688833,gbtree,multi:softprob,4,0.2733846229733899,0.7881610131124034,0.6744096015579998,7
0.68891,gbtree,multi:softprob,7,0.2373326915106736,0.7337047653971239,0.7121569834649563,2
0.694367,gbtree,multi:softprob,8,0.13678612353978678,0.8220907199429348,0.7427564251236618,0
0.698298,gbtree,multi:softprob,6,0.2341009784070775,0.927357969339937,0.6383350134827196,0
0.680389,gbtree,multi:softprob,5,0.18855153006035835,0.7110558490268886,0.9238259646110236,9
0.6920569999999999,gbtree,multi:softprob,5,0.19320573532488197,0.9012436963384971,0.7434839213266968,8
0.6955359999999999,gbtree,multi:softprob,4,0.025960780095774683,0.7702596738934516,0.8718177193775773,1
0.671441,gbtree,multi:softprob,5,0.265575745801907,0.826763452636078,0.7650963554158807,6
0.700788,gbtree,multi:softprob,10,0.07975072788540273,0.8581522580236196,0.7481998272240162,7
0.698531,gbtree,multi:softprob,3,0.2979411763511598,0.9466782370815053,0.8787909970618784,2
0.680605,gbtree,multi:softprob,5,0.07101459258934482,0.8833913480862975,0.8847245235927403,10
0.6709419999999999,gbtree,multi:softprob,3,0.19974669664399697,0.724830657034181,0.8594318646937609,9
0.678913,gbtree,multi:softprob,8,0.15328426530351863,0.9222615988459438,0.9724472754634916,8
0.6907300000000001,gbtree,multi:softprob,10,0.13013430102728307,0.9489832846913486,0.7327107606455684,7
0.675088,gbtree,multi:softprob,8,0.25487012684810906,0.842720126826316,0.9034592852927744,5
0.7021459999999999,gbtree,multi:softprob,10,0.10799134629312901,0.9317786566680297,0.7271268594078719,3
0.709272,gbtree,multi:softprob,9,0.23831163707654923,0.8737991831032559,0.6379445780068635,2
0.693444,gbtree,multi:softprob,3,0.12999391004675998,0.7674563787179067,0.707211894262582,4
0.666736,gbtree,multi:softprob,3,0.03196420844644308,0.86057860692963,0.6500750742852688,9
0.6950609999999999,gbtree,multi:softprob,9,0.06748966348590328,0.7996167693752795,0.9358876099810004,6
0.693756,gbtree,multi:softprob,4,0.22685818298021332,0.7205623523565009,0.8643994148820638,8
0.6827190000000001,gbtree,multi:softprob,4,0.07532711590174584,0.8797968429513275,0.9352070609107613,3
0.6935629999999999,gbtree,multi:softprob,10,0.05628444925416261,0.9783576705725864,0.9609417916275561,5
0.69794,gbtree,multi:softprob,3,0.2541553931450471,0.837305988254957,0.9216817238368094,6
0.701352,gbtree,multi:softprob,6,0.09424566768109797,0.9324823589995503,0.7246746367774903,0
0.694215,gbtree,multi:softprob,8,0.09333094190573318,0.758595118066296,0.7693902518600225,5
0.702329,gbtree,multi:softprob,3,0.05591817747801542,0.8850977689726278,0.6322109950706363,0
0.7031970000000001,gbtree,multi:softprob,5,0.23013129428727552,0.7754105793545022,0.6274627083912492,3
0.678723,gbtree,multi:softprob,10,0.17843628916190937,0.9298136167693883,0.7487695215269923,10
0.676428,gbtree,multi:softprob,5,0.04246864351676777,0.7907676306320354,0.9084388326853514,10
0.694801,gbtree,multi:softprob,5,0.18190620947163552,0.8730271071428433,0.8421371989883483,9
0.687745,gbtree,multi:softprob,6,0.08010267476784064,0.7881930949166417,0.9476123013533652,7
0.7034400000000001,gbtree,multi:softprob,8,0.11290375946322455,0.9019443939672783,0.9072397754527628,4
0.686188,gbtree,multi:softprob,6,0.2709011834929697,0.8546771136345341,0.7060776757076382,10
0.684166,gbtree,multi:softprob,5,0.2024974220781587,0.9703356002690271,0.8827995113097131,9
0.695766,gbtree,multi:softprob,8,0.24595041988417504,0.9360332548385486,0.8984923860989511,6
0.69001,gbtree,multi:softprob,5,0.2846915029315278,0.9647085357923061,0.8417160839773714,1
0.6975439999999999,gbtree,multi:softprob,9,0.14612140765180812,0.9242727591190487,0.6859043942764401,5
0.6885220000000001,gbtree,multi:softprob,4,0.16496462077368051,0.8044797137146815,0.6701638699509204,7
0.695416,gbtree,multi:softprob,8,0.12380490101175382,0.8312491162680089,0.6541090299375355,5
0.6753089999999999,gbtree,multi:softprob,8,0.027429026570171114,0.7954174135345965,0.702608292736113,9
0.690713,gbtree,multi:softprob,5,0.2807024789392017,0.788570840889588,0.9377772481180727,4
0.693946,gbtree,multi:softprob,4,0.04311855777632445,0.7527214755304157,0.8122316262684762,6
0.626548,gbtree,multi:softprob,7,0.010626839199103415,0.852206815755926,0.6637985580600798,2
0.703077,gbtree,multi:softprob,8,0.17520183038897813,0.766073313425295,0.6327954163774848,2
0.674088,gbtree,multi:softprob,3,0.2439199575735256,0.8596016599331051,0.6496407218277455,3
0.696991,gbtree,multi:softprob,8,0.15832879449939355,0.8023312913952395,0.8264485749416053,5
0.6861630000000001,gbtree,multi:softprob,3,0.28566730769583953,0.8408282728865742,0.654464390873909,4
0.685527,gbtree,multi:softprob,4,0.05834635313833132,0.7634787357412278,0.8281650041230023,4
0.7039770000000001,gbtree,multi:softprob,7,0.04529267300153151,0.7534605902153998,0.9163274412974716,0
0.693439,gbtree,multi:softprob,5,0.2925240504276007,0.9945015952223912,0.8149236856028438,1
0.6893739999999999,gbtree,multi:softprob,3,0.166952095979359,0.7542809749953449,0.6805494372732938,2
0.683405,gbtree,multi:softprob,9,0.21526752738747745,0.7737612798111513,0.873707900941372,7
0.693345,gbtree,multi:softprob,5,0.04647983941016719,0.8764071710640564,0.6542775655165315,6
0.686994,gbtree,multi:softprob,5,0.22990334714995697,0.9692356790881604,0.7087020889855922,10
0.6845490000000001,gbtree,multi:softprob,10,0.2812922879960388,0.8656297759152949,0.8408827498555184,0
0.697051,gbtree,multi:softprob,4,0.26773715852526947,0.7666705147363245,0.6276828486472368,4
0.663478,gbtree,multi:softprob,6,0.026335474089719355,0.7081280533224343,0.9147693599574268,10
0.691986,gbtree,multi:softprob,9,0.20713193129748106,0.8887228149687871,0.6146802570670843,2
0.693524,gbtree,multi:softprob,9,0.0392599134426564,0.7086553497007116,0.7432603186927735,7
0.701681,gbtree,multi:softprob,7,0.19153414382599293,0.7103615844389424,0.643746862374246,3
0.6932309999999999,gbtree,multi:softprob,6,0.21618474961258471,0.9048661493929103,0.9200363819487393,8
0.6843,gbtree,multi:softprob,9,0.2523480373993516,0.7283543914556503,0.6760450519621373,0
0.691673,gbtree,multi:softprob,7,0.25764584345044567,0.9071318350266665,0.9058160389773547,8
0.705368,gbtree,multi:softprob,9,0.05717938627814874,0.8287493881303817,0.633227335754782,5
0.687674,gbtree,multi:softprob,3,0.2653064387454651,0.963689050078392,0.6910504173487425,5
0.6143419999999999,gbtree,multi:softprob,6,0.013707674180623144,0.7070844576926901,0.7426101503893733,10
0.683729,gbtree,multi:softprob,4,0.03587588895112276,0.9786215611035004,0.9884106564335525,3
0.676482,gbtree,multi:softprob,7,0.2619005884649232,0.8843820289708674,0.7667927420698106,6
0.703443,gbtree,multi:softprob,7,0.07064020162913948,0.8210497588152066,0.8797306396998466,1
0.689789,gbtree,multi:softprob,3,0.21738383838674052,0.7576618603430688,0.7290709462016821,2
0.6830499999999999,gbtree,multi:softprob,7,0.2537658776412718,0.9712227913318202,0.9891143189743161,7
0.677941,gbtree,multi:softprob,4,0.027968046821188183,0.7519748549209907,0.9904246769845486,5
0.704203,gbtree,multi:softprob,9,0.06002047781832516,0.751800450286828,0.8224831677041948,4
0.679848,gbtree,multi:softprob,9,0.2660192545177415,0.7058725543553009,0.8002850803546607,9
0.6996979999999999,gbtree,multi:softprob,6,0.0779531360650435,0.9094371762825176,0.7998602038249374,3
0.7025049999999999,gbtree,multi:softprob,5,0.18217746990732847,0.7017709053819998,0.6508277311921119,3
0.694218,gbtree,multi:softprob,5,0.10384153103223069,0.7122487829299643,0.6369527483358979,8
0.706102,gbtree,multi:softprob,7,0.07221929707564413,0.7879875142127275,0.7350396395660936,4
0.68417,gbtree,multi:softprob,5,0.23246660016709939,0.7674941562348976,0.9317325596697629,10
0.690249,gbtree,multi:softprob,6,0.2905986088211648,0.8386885872343555,0.7352612601593137,10
0.6946140000000001,gbtree,multi:softprob,9,0.12715991940815002,0.8882917371811345,0.6682706163264811,7
0.700731,gbtree,multi:softprob,7,0.2833103735931218,0.8879775138804689,0.8977233462966978,2
0.702177,gbtree,multi:softprob,9,0.06771155042108148,0.9177628212375566,0.7273885802365839,2
0.697767,gbtree,multi:softprob,9,0.1993030877271667,0.9295123314950615,0.9612720700912177,2
0.6827540000000001,gbtree,multi:softprob,9,0.2893470212072134,0.7855767013737931,0.8805019695311784,10
0.695406,gbtree,multi:softprob,4,0.11407694209367035,0.7563311678357422,0.6362224055454134,8
0.692669,gbtree,multi:softprob,4,0.077928836310748,0.8114984266227111,0.8043467650189996,7
0.68772,gbtree,multi:softprob,4,0.088833906899672,0.7055393644841388,0.861558477487415,4
0.698658,gbtree,multi:softprob,7,0.1348533800221048,0.8035784982610493,0.9860902210697532,2
0.69319,gbtree,multi:softprob,10,0.10386373358778654,0.9662450855365023,0.8850304240360856,4
0.708037,gbtree,multi:softprob,3,0.11059416290372609,0.821077580936253,0.9012527529150247,0
0.6968380000000001,gbtree,multi:softprob,4,0.19540678706252948,0.9011998919537291,0.6143183727748692,1
0.689173,gbtree,multi:softprob,6,0.1637960165995173,0.8550887305289507,0.6563592740334571,6
0.705252,gbtree,multi:softprob,7,0.028522221730090676,0.7893164728535339,0.9325447139330209,2
0.679323,gbtree,multi:softprob,6,0.22230501684825868,0.9093890229472891,0.8398056323640049,7
0.695857,gbtree,multi:softprob,8,0.12482535159913821,0.7505019585369155,0.9774775419384241,8
0.69372,gbtree,multi:softprob,5,0.20409277932252734,0.921412338828668,0.6898098833858967,0
0.692874,gbtree,multi:softprob,9,0.28571173968026414,0.9699984438018874,0.6438636949285864,9
0.6975830000000001,gbtree,multi:softprob,9,0.20896252705715596,0.7695349007146433,0.8117045660503208,1
0.702771,gbtree,multi:softprob,5,0.2203095647925511,0.8633055231999606,0.6443275199271739,0
0.682399,gbtree,multi:softprob,8,0.17031846207100898,0.8369142839685082,0.8653121314011514,8
0.7088650000000001,gbtree,multi:softprob,3,0.21062419224297627,0.8424931152025237,0.6729042983613908,0
0.679394,gbtree,multi:softprob,6,0.14334088606061413,0.871579020912759,0.7636760629713535,10
0.706298,gbtree,multi:softprob,9,0.030417251996695996,0.812513500940986,0.6184560685418546,2
0.646664,gbtree,multi:softprob,8,0.015623412292916326,0.7293777084676548,0.7181270174682141,7
0.697846,gbtree,multi:softprob,7,0.19001791370101273,0.8991696500685066,0.6924060038290918,7
0.695398,gbtree,multi:softprob,7,0.09541028420673682,0.92457800952252,0.9704101985320449,1
0.7030540000000001,gbtree,multi:softprob,10,0.20081522088730708,0.8036781275179237,0.7781930253840983,6
0.686469,gbtree,multi:softprob,9,0.10609252763213589,0.8628028911305592,0.8036298784427345,6
0.683757,gbtree,multi:softprob,10,0.04101481990888715,0.7995434234617278,0.7269231320358813,10
0.691749,gbtree,multi:softprob,3,0.25151046355487777,0.8406589967897162,0.6548998863436282,7
0.699276,gbtree,multi:softprob,8,0.14192829860607162,0.8248516965657472,0.9209039157256484,3
0.703163,gbtree,multi:softprob,7,0.057697454190347344,0.7770653379615395,0.6150330521166324,5
0.705651,gbtree,multi:softprob,7,0.15661420468706638,0.7156291246414184,0.7021881807595491,5
0.689838,gbtree,multi:softprob,9,0.028134583914652463,0.936901827249676,0.7382315280847251,0
0.695962,gbtree,multi:softprob,7,0.1525426569371484,0.9657036805991084,0.6556462512351572,4
0.6963440000000001,gbtree,multi:softprob,8,0.1756010680226609,0.8843100287020207,0.8870762137696147,6
0.686749,gbtree,multi:softprob,8,0.1517270045587793,0.8823582269717007,0.9122040813788772,0
0.674078,gbtree,multi:softprob,6,0.041838608081452545,0.9752840103348717,0.7251581808552146,10
0.6359429999999999,gbtree,multi:softprob,3,0.017990701803937553,0.8350949964253231,0.785560622997582,3
0.642969,gbtree,multi:softprob,3,0.02062087058555335,0.8273147424217313,0.992367442511022,3
0.66551,gbtree,multi:softprob,9,0.24565436577890068,0.7174426177050918,0.7933153544552625,8
